,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Completion Type,Year Drilled
4353,Operator 1,Well 4354,TFH,5159.0,15.0,152,94,2,1449901.0,26182.0,2013-08-12,229.55292570677202,220.293666447513,192.38439623055,166.144349477683,149.128862590401,P & P,48.0230759695917,-102.666869138045,CROSSLINKED (HC),656.372105,57.55,P & P,2013.0
4355,Operator 6,Well 4356,MBH,4600.0,17.0,152,96,27,1965465.0,35636.0,2013-08-28,546.088099934254,485.72211264519007,366.20096427788695,308.820951128643,270.26627218934897,Sleeves and P & P,47.949383074017,-102.94627254555701,CROSSLINKED (HC),660.0,99.81,Sleeves and P & P,2013.0
4358,Operator 1,Well 4359,TFH,9572.0,30.0,151,99,2,3638478.0,86550.0,2013-12-19,577.613412228797,476.112206881438,414.749068595222,366.681276937687,325.868397983783,P & P,47.933762254006396,-103.312304681297,CROSSLINKED (HC),636.5289349999999,119.9,P & P,2013.0
4359,Operator 6,Well 4360,TFH,3991.0,17.0,152,96,34,2050790.0,43018.0,2014-06-16,699.2767915844839,455.007670392286,328.111987727372,263.503542990722,225.041091387245,P & P (cmt.),47.9480215397534,-102.95774694514999,CROSSLINKED (HC),660.0,85.56,P & P,2014.0
4361,Operator 6,Well 4362,MBH,9869.0,32.0,150,104,3,2879040.0,67272.0,2013-02-16,187.77120315581902,170.271751040982,150.213675213675,132.573599240266,118.430856892395,Sleeves,47.847589662921,-103.975116395851,CROSSLINKED,660.0,44.68,Sleeves,2013.0
4364,Operator 18,Well 4365,TFH,8460.0,25.0,151,96,36,1226039.0,26917.0,2013-06-16,450.328731097962,320.326539557309,230.834976988823,186.890934326832,159.420885382424,Sleeves,47.8482434035234,-102.90207482089599,LINEAR GEL (HC),330.784315,60.61,Sleeves,2013.0
4365,Operator 41,Well 4366,MBH,9856.0,31.0,152,101,30,3999513.0,77914.0,2013-11-20,519.6581196581201,421.57571772956396,326.435459127767,283.45752063700803,256.10344071882497,P & P,47.963327344633505,-103.666382330698,LINEAR GEL (HC),645.46938,96.73,P & P,2013.0
4368,Operator 4,Well 4369,MBH,9454.0,30.0,149,99,18,2972236.0,38985.0,2013-07-07,620.611439842209,424.709620863467,311.253561253561,259.854627803346,228.11472715318902,Sleeves,47.731556760580595,-103.392677486103,LINEAR GEL (HC),660.0,85.87,Sleeves,2013.0
4370,Operator 6,Well 4371,MBH,3997.0,17.0,152,96,34,2010040.0,38872.0,2014-06-19,843.8527284681129,648.016655708963,484.577032653956,396.033311417927,332.601906640368,P & P (cmt.),47.9480218969071,-102.957951118013,CROSSLINKED (HC),641.5773849999999,123.17,P & P,2014.0
4372,Operator 4,Well 4373,MBH,10006.0,30.0,149,99,4,3155364.0,49878.0,2013-05-12,483.234714003945,372.73723427569604,285.497479728249,239.747242311345,209.492110453649,P & P,47.7606946570564,-103.36573308829901,LINEAR GEL (HC),660.0,82.45,P & P,2013.0
4373,Operator 18,Well 4374,TFH,9217.0,28.0,151,96,36,1333759.0,29902.0,2013-06-23,377.087442472058,311.154941924173,230.80758273066002,188.35561399664,163.71630506245899,Sleeves,47.8482449430776,-102.902482494834,SLICKWATER (HC),349.208435,63.7,Sleeves,2013.0
4376,Operator 41,Well 4377,MBH,9597.0,30.0,151,100,16,3719628.0,69289.0,2013-09-01,493.95134779750197,436.028928336621,358.662064431295,301.296661553072,260.697457812842,P & P,47.904570392779,-103.49641875431699,LINEAR GEL (HC),622.9937,108.7,P & P,2013.0
4377,Operator 18,Well 4378,MBH,9219.0,30.0,151,96,36,1436862.0,30798.0,2013-06-27,837.6397107166341,620.216962524655,460.03177733947,361.651691138871,304.226934034626,Sleeves,47.848245712854606,-102.902686331803,LINEAR GEL (HC),349.208435,114.65,Sleeves,2013.0
4378,Operator 6,Well 4379,MBH,4445.0,20.0,152,96,27,2293500.0,41664.0,2013-08-30,676.7258382643,518.902038132807,406.78829717291296,327.441741544306,282.37179487179503,Sleeves,47.94935619744571,-102.94657908252199,CROSSLINKED (HC),660.0,106.8,Sleeves,2013.0
4379,Operator 22,Well 4380,TFH,10004.0,26.0,150,98,26,3104050.0,78211.3095238095,2013-07-21,609.040105193951,559.70852509314,461.620644312952,380.451457374534,325.169844400614,Sleeves,47.7887427209735,-103.18753448849701,SLICKWATER (HC),552.377145,122.41,Sleeves,2013.0
4380,Operator 41,Well 4381,TFH,9610.0,30.0,151,100,16,3844149.0,81493.0,2013-09-01,518.113083497699,342.143326758711,270.019723865878,241.84381620279098,217.915844838922,P & P,47.904488153719996,-103.49641875431699,LINEAR GEL (HC),583.05605,88.44,P & P,2013.0
4381,Operator 1,Well 4382,TFH,9494.0,41.0,151,99,1,8446768.0,129969.0,2014-06-01,541.9460880999341,489.108042954197,367.209072978304,284.1989918913,227.303857111549,P & P,47.9336159497161,-103.29690651590299,LINEAR GEL (HC),340.542415,93.87,P & P,2014.0
4382,Operator 1,Well 4383,MBH,9419.0,41.0,151,99,1,8469337.0,131066.0,2014-05-22,656.6732412886261,635.590620206005,546.033311417927,474.04850609978797,389.927131273285,P & P,47.9336167188408,-103.297090251235,LINEAR GEL (HC),402.43298500000003,154.0,P & P,2014.0
4386,Operator 4,Well 4387,MBH,9790.0,30.0,151,101,7,3338205.0,41294.0,2013-06-26,680.9664694280079,402.48739864124497,302.679158448389,262.08269413397596,236.401490247644,Sleeves,47.90709204032121,-103.66464928433001,LINEAR GEL (HC),576.039685,87.44,Sleeves,2013.0
4389,Operator 4,Well 4390,MBH,9466.0,30.0,151,101,7,3182242.0,38271.0,2013-06-28,682.084155161078,378.205128205128,293.35963182117,255.928117466579,230.618562349332,Sleeves,47.90709204032121,-103.66477172280199,LINEAR GEL (HC),660.0,87.99,Sleeves,2013.0
4390,Operator 6,Well 4391,MBH,8924.0,30.0,152,96,35,3449380.0,65070.0,2013-05-20,682.248520710059,512.634231865001,405.725399956169,350.803564906129,314.765505150121,Sleeves,47.935440184585,-102.92116881468,CROSSLINKED (HC),660.0,116.63,Sleeves,2013.0
4394,Operator 6,Well 4395,MBH,8929.0,30.0,152,96,24,3444820.0,66236.0,2013-07-19,611.8343195266269,460.77142230988403,372.01402586017997,321.919059098546,279.78851632697797,Sleeves,47.9642719326493,-102.901384698076,CROSSLINKED (HC),506.315925,104.19,Sleeves,2013.0
4395,Operator 43,Well 4396,MBH,8582.0,33.0,148,101,25,2944240.0,53115.0,2013-06-18,260.157790927022,185.74402805172002,140.59281174665801,114.314413032362,95.84703046241509,P & P,47.60805199139979,-103.49232290497801,LINEAR GEL (HC),660.0,37.96,P & P,2013.0
4400,Operator 11,Well 4401,TFH,9442.0,27.0,152,100,20,2526031.0,70332.0,2013-07-23,593.918474687705,459.883848345387,359.812623274162,301.384323179195,263.07801884725,Sleeves,47.965258159435905,-103.505871554585,SLICKWATER (HC),617.49043,92.97,Sleeves,2013.0
4403,Operator 33,Well 4404,MBH,9953.0,39.0,151,94,33,9256591.0,121429.0,2013-11-25,1190.72978303748,936.8726714880561,781.136313828622,703.816933304113,639.140916063993,P & P (cmt.),47.84870394253961,-102.71333052215599,CROSSLINKED (HC),646.6095650000001,247.92,P & P,2013.0
4404,Operator 27,Well 4405,MBH,9293.0,25.0,148,101,6,3918448.0,76613.0,2013-08-09,286.324786324786,197.23865877711998,160.859083936007,143.001680181167,129.322813938199,P & P,47.673984106995704,-103.595543430227,SLICKWATER (HC),660.0,50.3,P & P,2013.0
4407,Operator 43,Well 4408,TFH,8337.0,32.0,147,101,3,2832876.0,63667.0,2013-07-13,291.518737672584,254.94192417269298,217.67477536708301,188.691650230112,164.907955292571,P & P,47.5879143266586,-103.536891505723,LINEAR GEL (HC),660.0,68.26,P & P,2013.0
4408,Operator 4,Well 4409,MBH,9932.0,30.0,149,99,18,3196260.0,39178.0,2013-07-06,589.414858645628,363.379355687048,269.433486741179,223.41661187814998,199.18639053254398,Sleeves,47.7315565040287,-103.392860493138,LINEAR GEL (HC),660.0,76.61,Sleeves,2013.0
4414,Operator 11,Well 4415,MBH,9247.0,32.0,151,101,12,3299814.0,238007.0,2013-07-07,997.8961209730439,617.050186280955,466.803637957484,395.065380962817,350.495836072759,P & P,47.9070780552804,-103.55387722608299,SLICKWATER (HC),518.562875,131.83,P & P,2013.0
4415,Operator 24,Well 4416,TF2,9523.0,30.0,149,98,7,3763407.0,93795.0,2013-09-04,274.852071005917,242.548761779531,172.150997150997,142.132369055446,122.948170063555,P & P (cmt.),47.7330986335015,-103.279081289576,CROSSLINKED (HC),454.021875,47.64,P & P,2013.0
4416,Operator 11,Well 4417,TFH,10092.0,34.0,152,100,20,3540425.0,88255.0,2013-06-22,538.3957922419461,436.083716852948,330.237782160859,284.257432975382,245.860727591497,Sleeves,47.9652565449296,-103.50648442117901,SLICKWATER (HC),660.0,88.85,Sleeves,2013.0
4418,Operator 18,Well 4419,MBH,10542.0,30.0,152,95,33,1384566.0,32428.0,2013-08-04,960.880999342538,687.7602454525529,561.83979837826,471.90079625977097,404.62962962962996,Sleeves,47.9347498073993,-102.843543394304,CROSSLINKED (HC),535.14841,153.96,Sleeves,2013.0
4419,Operator 24,Well 4420,TFH,9562.0,29.0,149,98,7,3299033.0,93056.0,2013-09-04,322.15647600263,271.981152750384,197.150997150997,163.613120023376,144.729344729345,P & P (cmt.),47.7330984053964,-103.279325361975,CROSSLINKED (HC),498.944535,56.62,P & P,2013.0
4422,Operator 18,Well 4423,TFH,10061.0,29.0,152,95,33,1359880.0,29935.047619047597,2013-08-10,1032.21564760026,666.535174227482,453.681788297173,360.435386076412,305.826758711374,Sleeves,47.9347496164944,-102.84374756710899,CROSSLINKED (HC),563.53645,117.72,Sleeves,2013.0
4423,Operator 4,Well 4424,MBH,9251.0,29.0,149,98,7,3685915.0,91001.0,2013-07-27,523.438527284681,418.200745123822,290.329826868288,226.43728541164398,192.483015559939,P & P (cmt.),47.7331105350671,-103.26634661432101,CROSSLINKED (HC),320.144575,72.33,P & P,2013.0
4426,Operator 4,Well 4427,MBH,10269.0,30.0,150,104,9,1651369.0,30514.0,2013-03-24,391.025641025641,329.41047556432204,261.165899627438,221.152019869969,191.609138724523,Sleeves,47.8204758863557,-103.99620811354201,LINEAR GEL (HC),660.0,71.97,Sleeves,2013.0
4427,Operator 36,Well 4428,TFH,9785.0,31.0,150,95,34,3125908.0,49793.0,2013-05-09,381.98553583169,340.039447731755,308.437431514355,272.78106508875703,243.406202060048,Sleeves,47.76161947779801,-102.828346476144,CROSSLINKED (HC),660.0,91.67,Sleeves,2013.0
4428,Operator 22,Well 4429,MBH,10066.0,26.0,150,98,26,3216810.0,77403.6904761905,2013-07-28,648.783694937541,608.5579662502739,502.772298926145,427.55497114471495,367.650120534736,Sleeves,47.789000537021295,-103.18057542414199,SLICKWATER (HC),574.03167,136.79,Sleeves,2013.0
4430,Operator 24,Well 4431,MBH,9425.0,28.0,149,98,7,3805912.0,83898.0,2013-07-27,721.20315581854,485.185185185185,345.699101468332,283.79355687047996,247.35371466140703,P & P,47.7331107631761,-103.266102537677,CROSSLINKED (HC),465.70026500000006,92.12,P & P,2013.0
4431,Operator 4,Well 4432,MBH,7773.0,30.0,151,102,12,3153827.0,41712.0,2013-05-23,409.171597633136,315.001095770326,263.866973482358,237.13930893418097,211.719263642341,Sleeves,47.9070143433158,-103.67615850969901,LINEAR GEL (HC),660.0,77.14,Sleeves,2013.0
4435,Operator 35,Well 4436,MBH,9318.0,30.0,152,94,15,2040673.0,47238.0,2013-12-19,994.214332675871,746.1319307473151,549.808240192855,433.38812184966,370.611439842209,OH,47.991476813926795,-102.69587137765801,CROSSLINKED (HC),660.0,124.45,OH,2013.0
4438,Operator 35,Well 4439,MBH,9646.0,30.0,152,94,15,4882203.0,70854.6428571429,2013-09-22,967.159763313609,753.7913653298269,625.2849002849,567.9268025421869,521.115494192417,Sleeves,47.9914768709531,-102.695993984334,CROSSLINKED (HC),660.0,200.75,Sleeves,2013.0
4439,Operator 11,Well 4440,MBH,9928.0,34.0,150,102,9,3538914.0,223546.0,2013-09-18,512.228796844181,339.798378259917,255.500767039229,210.599751625393,186.070019723866,P & P,47.82008415236079,-103.739523045121,SLICKWATER (HC),660.0,62.32,P & P,2013.0
4440,Operator 4,Well 4441,TFH,8153.0,26.0,149,98,7,3086871.0,79364.0,2013-07-27,220.31558185404302,149.561691869384,107.85119438965599,90.25860179706329,80.1309445540215,P & P (cmt.),47.7331106491216,-103.26622457599899,CROSSLINKED (HC),314.90185,29.97,P & P,2013.0
4443,Operator 23,Well 4444,TFH,11116.0,32.0,152,96,16,3639853.0,54769.0,2013-08-01,425.904010519395,410.015340784571,383.96340127109397,358.550661114764,326.17795310102997,Sleeves,47.991181036997006,-102.97175715428001,CROSSLINKED (HC),530.28949,119.09,Sleeves,2013.0
4450,Operator 23,Well 4451,MBH,11035.0,32.0,152,96,16,3509540.0,50369.0,2013-08-04,579.322813938198,560.420775805391,525.104098181021,469.87362115567197,418.266491343414,Sleeves,47.9911809513791,-102.97194106167801,CROSSLINKED (HC),522.42547,154.74,Sleeves,2013.0
4453,Operator 32,Well 4454,MBH,9507.0,30.0,152,95,15,3500600.0,52671.8333333333,2013-08-13,860.0920447074291,591.540653079115,467.165242165242,397.172912557528,342.83640149024797,Sleeves,47.990931794956204,-102.813583456238,CROSSLINKED (HC),612.8271,130.48,Sleeves,2013.0
4454,Operator 32,Well 4455,TFH,9423.0,30.0,152,95,15,3456640.0,49353.0,2013-09-03,1558.2840236686402,684.505807582731,424.24939732632004,331.868653663525,281.69241726933996,Sleeves,47.990868862758205,-102.821332682946,CROSSLINKED (HC),579.632565,103.4,Sleeves,2013.0
4455,Operator 36,Well 4456,MBH,9480.0,34.0,150,95,32,3714446.0,56346.0,2013-08-18,1253.3201840894098,998.1700635546789,801.0848126232739,683.735115786398,599.476769669078,Sleeves,47.7614571225236,-102.871508930347,CROSSLINKED (HC),363.80705,228.07,Sleeves,2013.0
4456,Operator 23,Well 4457,TFH,10212.0,32.0,152,96,16,3452773.0,58222.0,2013-08-06,508.61275476660103,497.64409379794006,445.063554678939,394.221637811381,354.766600920447,Sleeves,47.9911808657611,-102.972124969075,CROSSLINKED (HC),592.839705,131.07,Sleeves,2013.0
4458,Operator 32,Well 4459,MBH,9298.0,30.0,152,95,15,3500060.0,50718.0,2013-08-25,430.999342537804,336.620644312952,276.944992329608,239.849514208489,214.538132807364,Sleeves,47.9908691202192,-102.821148769957,CROSSLINKED (HC),660.0,74.47,Sleeves,2013.0
4459,Operator 43,Well 4460,MBH,6092.0,22.0,148,101,24,1366220.0,43183.0,2013-09-17,335.996055226824,289.381985535832,209.577032653956,164.712542917671,139.228577690116,P & P,47.6280831750131,-103.481763128697,SLICKWATER (HC),660.0,53.92,P & P,2013.0
4462,Operator 1,Well 4463,TFH,9586.0,30.0,152,99,16,2706170.0,55674.0,2014-02-15,549.8685075608149,485.36050843743203,322.266053035284,254.66067645554799,212.55752794214297,P & P,47.9919304499872,-103.35538635928002,CROSSLINKED (HC),152.997905,79.59,P & P,2014.0
4463,Operator 1,Well 4464,TF2,10353.0,30.0,152,94,3,5716428.0,90820.0,2013-11-30,553.122945430638,369.592373438527,297.008547008547,259.262911827014,229.739206662284,P & P,48.022562057277405,-102.68644722528799,LINEAR GEL (HC),658.657275,92.3,P & P,2013.0
4464,Operator 4,Well 4465,MBH,9706.0,30.0,150,100,13,3083590.0,41929.0,2013-06-15,635.9960552268241,510.957703265396,387.595879903572,327.15318869165003,287.938308130616,Sleeves,47.81851077633161,-103.42554335497499,LINEAR GEL (HC),586.162035,114.34,Sleeves,2013.0
4465,Operator 24,Well 4466,MBH,9254.0,33.0,149,98,17,4251992.0,96171.0,2013-12-29,830.7363576594349,537.12469866316,399.72605741836503,326.787931916137,282.03210607056803,P & P (cmt.),47.731386344116494,-103.25320881614901,CROSSLINKED (HC),550.46453,106.41,P & P,2013.0
4466,Operator 23,Well 4467,MBH,10058.0,35.0,150,98,7,7211659.0,30860.547619047597,2013-05-28,522.748191978961,484.70304624150805,388.17663817663805,327.102052743078,282.851194389656,Sleeves,47.8203201910836,-103.27441201283101,CROSSLINKED (HC),660.0,104.38,Sleeves,2013.0
4468,Operator 24,Well 4469,TFH,7761.0,28.0,149,98,17,3405540.0,96078.0,2013-12-29,480.999342537804,232.752575060267,163.828621520929,136.401490247644,120.211483673022,P & P (cmt.),47.73138762835651,-103.253330818955,CROSSLINKED (HC),378.11616000000004,44.64,P & P,2013.0
4469,Operator 2,Well 4470,MBH,9377.0,30.0,151,98,26,2828028.0,77950.0,2013-07-25,647.5345167652861,587.902695595003,541.036598728906,477.547666009204,418.21718167872,P & P,47.8758928542434,-103.17952932040899,CROSSLINKED (HC),502.98331500000006,156.34,P & P,2013.0
4470,Operator 24,Well 4471,MBH,9129.0,32.0,149,98,17,4207305.0,95049.0,2013-12-28,791.3872452333991,493.20622397545503,351.26561472715304,290.141719628899,250.413653298269,P & P (cmt.),47.7313889125966,-103.25345282176201,CROSSLINKED (HC),379.56768999999997,91.79,P & P,2013.0
4471,Operator 36,Well 4472,MBH,9781.0,30.0,149,95,5,2722170.0,68345.0,2013-09-11,712.820512820513,683.640149024764,637.667104974797,605.613996639638,566.833771641464,Sleeves,47.7598319173697,-102.859925906722,SLICKWATER (HC),609.711315,178.64,Sleeves,2013.0
4473,Operator 1,Well 4474,TF2,9683.0,30.0,152,99,22,2756156.0,54566.0,2013-07-01,321.531886916502,215.08875739645,155.38023230330901,128.07363576594298,114.061472715319,P & P,47.964387859282596,-103.329341325818,LINEAR GEL (HC),384.1639,41.16,P & P,2013.0
4474,Operator 36,Well 4475,MBH,9906.0,35.0,149,95,5,3461951.0,72122.0,2013-09-14,721.926364234056,695.244356782818,616.447512601359,546.942800788955,495.75388998465894,Sleeves,47.759831859231205,-102.860039858264,LINEAR GEL (HC),660.0,187.99,Sleeves,2013.0
4477,Operator 36,Well 4478,MBH,9846.0,30.0,150,95,34,3019129.0,47286.0,2013-06-06,1572.84681130835,778.632478632479,521.729125575279,427.569581415735,372.78654394039,Sleeves,47.761624960528295,-102.817452698609,CROSSLINKED (HC),646.10297,139.55,Sleeves,2013.0
4478,Operator 4,Well 4479,MBH,10134.0,30.0,152,102,10,3818439.0,58061.0,2014-05-09,684.286653517423,520.9511286434359,401.35875520490896,347.019504711812,306.886916502301,P & P (cmt.),47.993855292059095,-103.726772246363,LINEAR GEL (HC),660.0,117.82,P & P,2014.0
4479,Operator 36,Well 4480,MBH,9952.0,35.0,149,95,5,3429990.0,75308.0,2013-09-16,960.223537146614,788.877931185623,680.88976550515,594.842574329754,508.873000219154,Sleeves,47.7598318010927,-102.860153809807,CROSSLINKED (HC),294.559505,195.27,Sleeves,2013.0
4480,Operator 4,Well 4481,MBH,9334.0,30.0,148,99,5,3097380.0,41318.0,2013-10-22,465.318869165023,288.845058075827,214.63949156256803,181.959967857404,163.902586017971,OH,47.6735875759214,-103.326187830067,LINEAR GEL (HC),660.0,62.09,OH,2013.0
4481,Operator 36,Well 4482,MBH,9814.0,30.0,150,95,34,2963332.0,47442.0,2013-06-05,1750.75608152531,874.019285557747,586.078238001315,458.79903572211305,383.648367302213,Sleeves,47.76161947779801,-102.817680782973,CROSSLINKED (HC),544.67713,143.57,Sleeves,2013.0
4482,Operator 4,Well 4483,MBH,9833.0,30.0,152,102,10,6730438.0,54990.0,2014-05-09,576.528599605523,460.278325662941,357.16085908393603,312.736503762145,282.295090948937,P & P (cmt.),47.9938553768433,-103.72658826467399,LINEAR GEL (HC),660.0,108.54,P & P,2014.0
4485,Operator 1,Well 4486,TFH,9663.0,30.0,151,99,2,2602867.0,46963.0,2013-04-27,415.318869165023,291.222879684418,232.637519175981,197.99839287018798,176.90116151654598,P & P,47.9345492793605,-103.320886170371,LINEAR GEL (HC),660.0,68.54,P & P,2013.0
4488,Operator 45,Well 4489,MBH,9203.0,31.0,152,102,36,3712665.0,71099.0,2013-10-04,523.7672583826429,486.105632259478,394.70742932281405,327.197019504712,284.560596099058,P & P,47.9359426079968,-103.676150557868,CROSSLINKED (HC),600.72954,103.13,P & P,2013.0
4490,Operator 10,Well 4491,MBH,8835.0,34.0,149,102,15,4034787.0,247017.0,2013-05-22,604.602235371466,503.09007232084195,422.216743370589,367.671122799328,333.98257725180804,P & P,47.7318933588337,-103.720827883942,SLICKWATER (HC),660.0,114.13,P & P,2013.0
4491,Operator 2,Well 4492,TFH,10068.0,30.0,150,98,14,3436308.0,81747.0,2013-08-29,472.419460880999,394.937541091387,299.523339907955,249.251223610198,214.68880122726299,P & P,47.8180735438049,-103.17929478706101,CROSSLINKED (HC),493.57937999999996,86.03,P & P,2013.0
4493,Operator 4,Well 4494,MBH,9708.0,28.0,148,99,5,2932740.0,37896.0,2013-10-21,296.581196581197,231.273285119439,196.71816787201402,170.410548615677,148.353605084374,OH,47.6735875759214,-103.326431569065,LINEAR GEL (HC),660.0,56.9,OH,2013.0
4495,Operator 1,Well 4496,TF2,9387.0,30.0,152,99,16,2694760.0,54866.0,2014-01-19,113.576594345825,111.63708086785,95.14025860179702,81.2440645773979,72.10442691211921,P & P,47.991612289519395,-103.35852557429001,CROSSLINKED (HC),115.97124,28.19,P & P,2014.0
4496,Operator 2,Well 4497,MBH,10492.0,30.0,150,98,14,3425029.0,78503.0,2013-08-23,564.858645627876,481.86500109577,377.794214332676,322.802980495288,287.190444882753,P & P,47.8180735438049,-103.179417000886,CROSSLINKED (HC),492.86243499999995,105.4,P & P,2013.0
4497,Operator 22,Well 4498,MBH,10053.0,26.0,151,99,19,3298000.0,80666.0,2013-11-16,532.215647600263,491.715976331361,418.387026079334,362.860691065819,323.43030900723204,Sleeves,47.8833562999998,-103.410176285742,SLICKWATER (HC),607.8562,122.24,Sleeves,2013.0
4503,Operator 4,Well 4504,MBH,9505.0,30.0,149,99,32,2777960.0,37941.0,2013-09-13,366.074950690335,277.70107385492,226.16699539776502,196.767477536708,173.550843743151,Sleeves,47.6752776528026,-103.388817999646,LINEAR GEL (HC),660.0,67.26,Sleeves,2013.0
4505,Operator 1,Well 4506,TF3,9346.0,30.0,152,99,16,2559870.0,56335.0,2014-01-11,158.744247205786,83.27854481700629,61.56037694499229,51.026371539192,43.293885601577905,P & P,47.991556856041,-103.358165928521,CROSSLINKED (HC),144.98296000000002,16.36,P & P,2014.0
4506,Operator 2,Well 4507,MBH,9056.0,30.0,150,98,16,2694731.0,79993.0,2013-05-12,590.894148586456,490.554459785229,407.28139381985494,367.95967565198305,339.60113960114,P & P,47.8166892302775,-103.23591223184,CROSSLINKED (HC),660.0,112.34,P & P,2013.0
4508,Operator 4,Well 4509,MBH,10299.0,30.0,149,99,32,3377840.0,41676.0,2013-09-09,456.903353057199,383.333333333333,278.670830593908,227.60975966104198,195.81415735261902,Sleeves,47.6752775258181,-103.388635142015,LINEAR GEL (HC),660.0,75.47,Sleeves,2013.0
4511,Operator 41,Well 4512,TFH,9741.0,31.0,152,104,27,3868286.0,104299.0,2013-07-12,408.84286653517404,354.03243480166606,280.19943019942997,242.68025421871602,221.170282708744,P & P,47.9501527503936,-103.97455897509501,CROSSLINKED (HC),306.92215,81.48,P & P,2013.0
4512,Operator 32,Well 4513,TFH,8327.0,30.0,149,96,1,3541281.0,48995.7142857143,2013-09-29,821.400394477317,463.09445540214796,344.088319088319,288.231426692965,246.06070567608998,Sleeves,47.759812033651706,-102.904645355018,CROSSLINKED (HC),603.1392,93.2,Sleeves,2013.0
4513,Operator 1,Well 4514,TF2,9453.0,30.0,152,99,16,2483670.0,48048.0,2013-12-14,91.48586456278758,81.799254876178,73.6193293885602,67.54328292789829,58.3716852947622,P & P,47.991928583462894,-103.35428262126301,CROSSLINKED (HC),159.656785,22.21,P & P,2013.0
4514,Operator 1,Well 4515,MBH,9363.0,30.0,152,99,16,2759980.0,50191.0,2013-12-26,534.845496383958,430.418584264738,361.702827087442,298.283293155088,258.015559938637,P & P,47.9919288945503,-103.354466577599,CROSSLINKED (HC),157.99352,96.89,P & P,2013.0
4518,Operator 1,Well 4519,TF3,9467.0,30.0,152,99,16,2678288.0,48584.0,2013-12-14,86.12754766600919,57.7580539119001,44.543063773833,37.9465264080649,32.7279202279202,P & P,47.9919292056377,-103.354650533935,CROSSLINKED (HC),161.973025,12.5,P & P,2013.0
4519,Operator 4,Well 4520,MBH,9375.0,30.0,148,99,5,3392820.0,39497.0,2013-08-02,427.350427350427,312.174008327854,235.437212360289,191.953393235445,167.247424939733,Sleeves,47.673436101158295,-103.315777954465,LINEAR GEL (HC),660.0,62.12,Sleeves,2013.0
4520,Operator 24,Well 4521,TFH,9373.0,29.0,149,98,17,3652541.0,97218.0,2013-09-24,771.367521367521,511.582292351523,370.699101468332,302.611585944919,262.836949375411,P & P (cmt.),47.731404313071096,-103.248750210516,CROSSLINKED (HC),582.07417,99.43,P & P,2013.0
4521,Operator 32,Well 4522,TFH,9358.0,30.0,149,96,1,3501820.0,51257.2857142857,2013-09-22,808.8428665351739,672.079772079772,499.89590181897904,421.38943677405194,369.93206223975403,Sleeves,47.7598113490164,-102.904279075126,CROSSLINKED (HC),551.96142,145.7,Sleeves,2013.0
4523,Operator 1,Well 4524,TF2,9308.0,30.0,152,99,16,2725660.0,58365.0,2013-11-25,173.99737015121602,101.82993644532101,71.12097304405,58.4520417853751,50.3561253561254,P & P,47.99192982781239,-103.355018446607,CROSSLINKED (HC),113.105305,18.32,P & P,2013.0
4526,Operator 1,Well 4527,MBH,9395.0,30.0,152,99,16,2736980.0,56996.0,2013-11-24,725.5752794214329,667.159763313609,533.881218496603,437.33654759295797,361.02071005917196,P & P,47.9919301388998,-103.35520240294399,CROSSLINKED (HC),108.79808,134.44,P & P,2013.0
4528,Operator 2,Well 4529,TFH,9707.0,30.0,150,97,15,2825698.0,79454.1666666667,2013-09-27,495.825115055884,443.43633574402804,352.695595003287,284.261085543137,245.110124917817,P & P,47.818185347979096,-103.073409402479,CROSSLINKED (HC),503.56182,93.64,P & P,2013.0
4530,Operator 11,Well 4531,MBH,10048.0,33.0,150,102,10,3659974.0,210148.0,2013-07-04,423.53714661407,351.172474249397,271.60859083936003,227.956753597779,203.133903133903,P & P,47.8204247483966,-103.727018181742,SLICKWATER (HC),660.0,72.88,P & P,2013.0
4532,Operator 2,Well 4533,TFH,9418.0,30.0,150,97,15,2848973.0,77686.23809523809,2013-10-01,598.750821827745,521.279859741398,402.70107385492,341.69771349258497,304.032434801666,P & P,47.8180208644434,-103.073408259438,CROSSLINKED (HC),609.92423,112.66,P & P,2013.0
4533,Operator 18,Well 4534,MBH,9425.0,30.0,151,95,5,1887838.0,29788.0,2013-11-19,821.860618014464,663.5875520490911,485.650887573964,389.87508218277395,332.434801665571,Sleeves,47.920963844678894,-102.857086168778,LINEAR GEL (HC),567.9847,122.86,Sleeves,2013.0
4535,Operator 32,Well 4536,TFH,9381.0,30.0,152,95,15,3497280.0,49320.0,2013-08-15,688.36291913215,515.176419022573,395.200525969757,331.503396888012,292.69943019942997,Sleeves,47.9909146995455,-102.831669805322,CROSSLINKED (HC),660.0,100.62,Sleeves,2013.0
4536,Operator 10,Well 4537,MBH,10249.0,34.0,149,102,16,5960505.0,195626.333333333,2013-07-26,560.157790927022,470.32653955730905,362.93008985316703,304.792168894733,262.861604207758,P & P,47.731401970479205,-103.748598461651,SLICKWATER (HC),658.858165,98.03,P & P,2013.0
