,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Completion Type,Year Drilled
35,Operator 4,Well 36,TFH,9270.0,27.0,141,100,2,1993110.0,35723.0,2012-07-24,99.6383957922419,86.2919132149901,64.66140696909929,53.0571992110454,45.701840894148596,Sleeves,47.0656460881206,-103.31995608842199,LINEAR GEL (HC),660.0,17.41,Sleeves,2012.0
36,Operator 2,Well 37,TFH,9658.0,30.0,142,99,29,2757927.0,57661.0,2012-07-19,85.8974358974359,78.90642121411351,65.8393600701293,58.2694133976185,52.728468113083494,P & P,47.088015124637096,-103.24470551716401,CROSSLINKED (HC),660.0,19.82,P & P,2012.0
40,Operator 4,Well 41,TFH,9225.0,30.0,140,100,13,2022180.0,31008.0,2011-12-21,899.3754109138721,653.802323033092,481.503396888012,398.860398860399,341.425597194828,Sleeves,46.947650717483796,-103.242583070704,CROSSLINKED (HC),660.0,127.42,Sleeves,2011.0
46,Operator 4,Well 47,TFH,9330.0,29.0,142,101,3,1895300.0,32926.0,2011-11-14,140.696909927679,96.09905763751921,75.0,65.0814522609394,58.689458689458704,Sleeves,47.1520147027625,-103.46712963371701,SLICKWATER (HC),660.0,21.52,Sleeves,2011.0
47,Operator 4,Well 48,TFH,9221.0,30.0,141,100,16,1808716.0,30715.0,2012-02-29,99.5069033530572,95.0580758273066,74.50142450142451,60.442691211921996,51.986083716852995,Sleeves,47.0364605913167,-103.362783627593,CROSSLINKED (HC),660.0,18.95,Sleeves,2012.0
48,Operator 6,Well 49,MBH,9986.0,27.0,144,98,3,2778518.0,61915.0,2012-05-28,325.476660092045,250.076703922858,211.472715318869,189.64862298195598,171.362042515889,Sleeves,47.327881570539596,-103.078961107309,LINEAR GEL (HC),660.0,64.09,Sleeves,2012.0
51,Operator 4,Well 52,TFH,9741.0,30.0,140,100,24,2357480.0,34778.0,2011-11-09,746.351084812623,543.76506684199,395.97852290160006,317.99254876178,266.168091168091,Sleeves,46.9204394644767,-103.243773334081,CROSSLINKED (HC),660.0,98.81,Sleeves,2011.0
59,Operator 4,Well 60,TFH,9064.0,29.0,140,100,16,1883897.0,31658.0,2012-03-29,266.962524654832,197.830374753452,152.79421433267598,124.724231134488,106.689677843524,Sleeves,46.9474104192484,-103.30707068411199,CROSSLINKED (HC),498.17644,40.86,Sleeves,2012.0
61,Operator 4,Well 62,TFH,10576.0,30.0,140,100,11,3741196.0,26754.0,2011-10-10,417.850098619329,333.826429980276,255.39119000657502,213.01775147929,184.100372561911,Sleeves,46.9490428202171,-103.259572946999,LINEAR GEL (HC),660.0,69.65,Sleeves,2011.0
70,Operator 1,Well 71,TFH,9746.0,30.0,141,98,35,3318932.0,69346.0,2012-11-08,284.61538461538504,186.806925268464,154.295419680035,138.037840601943,124.074074074074,P & P,46.9811565763834,-103.06655855312401,LINEAR GEL (HC),660.0,45.74,P & P,2012.0
71,Operator 4,Well 72,TFH,9461.0,40.0,142,101,18,2884595.0,77136.0,2014-02-10,80.50624589086131,75.19175980714441,72.96734604426909,69.18693841770761,63.546460661845295,P & P (cmt.),47.110786949095,-103.52195018394899,SLICKWATER (HC),660.0,22.78,P & P,2014.0
72,Operator 1,Well 73,TFH,9650.0,30.0,141,99,36,3197329.0,65249.0,2012-08-16,477.514792899408,430.440499671269,367.63094455402097,311.542114106217,272.326320403243,P & P,46.9811320817509,-103.1725537235,CROSSLINKED (HC),660.0,101.55,P & P,2012.0
76,Operator 7,Well 77,MBH,9406.0,21.0,143,98,29,1412074.0,51983.0,2012-10-23,76.85733070348459,68.3760683760684,63.532763532763504,55.39484257432979,49.6219592373439,OH,47.1787096359721,-103.13672163109399,SLICKWATER (HC),660.0,18.8,OH,2012.0
77,Operator 4,Well 78,TFH,9455.0,40.0,140,100,14,2942533.0,56508.0,2014-06-20,348.15910585141404,294.356782818321,234.352399737015,201.391628314705,176.408064869603,P & P (cmt.),46.947511768732205,-103.26484522102699,LINEAR GEL (HC),660.0,64.88,P & P,2014.0
78,Operator 7,Well 79,MBH,9023.0,21.0,143,98,20,1937003.0,57391.0,2012-02-13,71.20315581854041,65.735261889108,61.669953977646294,56.760902914749096,51.63269778654389,OH,47.184118245769504,-103.123546992144,CROSSLINKED,660.0,20.46,OH,2012.0
79,Operator 1,Well 80,TFH,9552.0,30.0,141,99,32,3166925.0,68383.0,2012-09-14,412.984878369494,336.017970633355,280.369274600044,235.68558696763802,206.02673679596802,P & P,46.9808509132319,-103.257258606443,LINEAR GEL (HC),660.0,71.03,P & P,2012.0
81,Operator 4,Well 82,TFH,9630.0,40.0,140,100,14,2959627.0,54656.0,2014-06-20,527.942143326759,328.10650887573996,255.36927460004398,210.67645554825,179.462524654832,P & P (cmt.),46.9473883886876,-103.26484522102699,LINEAR GEL (HC),660.0,66.43,P & P,2014.0
84,Operator 1,Well 85,MBH,8576.0,27.0,142,98,9,1496365.0,44275.0,2013-07-19,117.915844838922,97.7975016436555,83.9634012710936,76.53590474103291,69.36774052158671,P & P,47.125796245754,-103.10942150155898,SLICKWATER (HC),660.0,24.78,P & P,2013.0
86,Operator 1,Well 87,TFH,9647.0,30.0,141,99,14,3125411.0,57469.0,2012-11-11,444.773175542406,393.326758711374,337.250712250712,286.503762144788,248.67959675652,P & P,47.0376945180219,-103.186401740961,LINEAR GEL (HC),660.0,92.79,P & P,2012.0
91,Operator 7,Well 92,MBH,9707.0,21.0,143,98,35,1283184.0,31638.3333333333,2012-06-11,141.584483892176,134.330484330484,119.937541091387,103.82423843962299,91.2886259040105,OH,47.1550617959261,-103.057148264975,UNKNOWN,660.0,34.41,OH,2012.0
93,Operator 4,Well 94,TFH,9457.0,30.0,140,100,27,3227420.0,45432.0,2013-07-18,295.43063773832995,193.392504930966,146.77843523997402,122.50346993936701,104.103659872891,Sleeves,46.9184172000114,-103.279828839198,LINEAR GEL (HC),660.0,39.14,Sleeves,2013.0
94,Operator 4,Well 95,TFH,9023.0,30.0,142,102,19,1964740.0,46511.0,2013-08-25,269.428007889546,225.18080210387902,199.484987946526,175.53875374388198,155.944554021477,P & P,47.108064907718706,-103.662380090038,LINEAR GEL (HC),616.29398,58.99,P & P,2013.0
95,Operator 4,Well 96,TFH,10244.0,30.0,140,100,27,3097060.0,44674.0,2013-07-17,173.405654174885,126.13412228796801,104.048871356564,87.6397107166338,76.3121849660311,Sleeves,46.9184163397093,-103.280009072491,LINEAR GEL (HC),660.0,29.52,Sleeves,2013.0
97,Operator 4,Well 98,TFH,10173.0,30.0,140,100,26,1635900.0,26003.0,2012-09-16,367.48849441157097,325.388998465922,265.379136532983,229.403170428811,204.678939294324,Sleeves,46.918693329115804,-103.26466919807699,LINEAR GEL (HC),660.0,80.55,Sleeves,2012.0
98,Operator 4,Well 99,TFH,11176.0,47.0,140,100,14,2986737.0,58472.0,2014-06-20,393.491124260355,320.940170940171,253.06815691431098,207.546204982102,179.226934034626,P & P (cmt.),46.947635148776705,-103.26484522102699,LINEAR GEL (HC),660.0,66.96,P & P,2014.0
102,Operator 7,Well 103,MBH,10199.0,21.0,143,98,1,975667.0,36089.0,2013-03-22,169.888231426693,169.438965592812,149.348016655709,130.155599386369,115.620206004821,OH,47.2397993218117,-103.040068454072,SW-GEL HYBRID,660.0,43.36,OH,2013.0
103,Operator 1,Well 104,TFH,9625.0,30.0,141,99,8,2901523.0,59786.0,2012-03-13,435.207100591716,297.23865877712,229.36664475126,201.398933450216,180.213127328512,P & P,47.03901456913321,-103.25856936862101,CROSSLINKED (HC),660.0,68.61,P & P,2012.0
104,Operator 1,Well 105,TFH,9634.0,30.0,141,98,11,2785232.0,55413.0,2013-06-09,292.37343852728503,206.02673679596802,166.995397764629,145.638834100373,129.31459566075,P & P,47.039562899839,-103.061209128073,LINEAR GEL (HC),660.0,48.61,P & P,2013.0
105,Operator 4,Well 106,TFH,10456.0,30.0,140,100,10,3257195.0,41359.0,2013-07-27,267.817225509533,203.84615384615398,158.979837825992,130.542771568413,111.80966469428002,Sleeves,46.9494204376279,-103.281437949888,LINEAR GEL (HC),660.0,42.73,Sleeves,2013.0
107,Operator 1,Well 108,TFH,9715.0,30.0,141,98,1,3053654.0,60308.0,2012-05-09,285.86456278764,203.36401490247601,156.689677843524,135.064650449266,123.164584703046,P & P,47.066862931855,-103.04564412657801,LINEAR GEL (HC),660.0,45.9,P & P,2012.0
109,Operator 4,Well 110,TFH,10003.0,30.0,140,100,10,3247872.0,41562.0,2013-07-23,293.98422090729804,212.217839140916,157.96077142231002,128.921031485134,111.357659434583,Sleeves,46.949421983735505,-103.28125757066499,LINEAR GEL (HC),660.0,41.51,Sleeves,2013.0
110,Operator 1,Well 111,TFH,9768.0,29.0,141,99,26,2771155.0,56531.0,2012-04-27,438.724523339908,355.77470962086306,288.121849660311,244.38600336036203,211.49463072540001,P & P,47.0088040487774,-103.18832351180001,SLICKWATER (HC),660.0,80.02,P & P,2012.0
111,Operator 1,Well 112,TFH,9781.0,30.0,141,99,7,3166894.0,65991.0,2012-09-23,228.928336620644,172.068814376507,141.628314705238,120.94382350792601,107.875849222003,P & P,47.0384850799087,-103.277869736219,CROSSLINKED (HC),660.0,39.44,P & P,2012.0
113,Operator 1,Well 114,TFH,9720.0,30.0,141,99,15,3043384.0,52988.0,2012-06-11,450.394477317554,325.421871575718,244.066403681788,203.557600993498,177.05182993644502,P & P,47.0377055042185,-103.210295406891,LINEAR GEL (HC),660.0,66.83,P & P,2012.0
115,Operator 4,Well 116,TFH,13182.0,30.0,140,100,5,3682795.0,46234.0,2013-05-01,108.97435897435899,101.26013587552,83.8866973482358,72.1710862736504,61.6370808678501,Sleeves,46.979206332048705,-103.324056752286,LINEAR GEL (HC),660.0,23.61,Sleeves,2013.0
116,Operator 1,Well 117,TFH,9382.0,30.0,141,98,31,2809448.0,61009.0,2012-05-04,392.340565417488,348.093359631821,285.25641025641005,238.023230330923,207.18003506465,P & P,46.981273975361205,-103.15137205446699,SLICKWATER (HC),660.0,77.34,P & P,2012.0
117,Operator 1,Well 118,TFH,9527.0,30.0,141,98,22,3198576.0,64737.0,2012-08-16,281.689677843524,207.637519175981,166.589962743809,149.196435093871,138.875191759807,P & P,47.0102847658143,-103.087944898807,CROSSLINKED (HC),660.0,53.95,P & P,2012.0
119,Operator 4,Well 120,TFH,9244.0,30.0,140,100,28,1959636.0,31224.0,2012-04-17,149.47403024326098,139.26145079991198,107.993644532106,90.1161516546132,79.01051939513479,Sleeves,46.91852861340671,-103.3072697462,CROSSLINKED (HC),660.0,29.78,Sleeves,2012.0
120,Operator 1,Well 121,TFH,9594.0,29.0,141,98,32,2953202.0,59173.0,2012-07-01,212.39316239316202,163.324567170721,138.319088319088,125.140623858573,114.491562568486,P & P,46.9814095894837,-103.13015855238301,CROSSLINKED (HC),660.0,44.97,P & P,2012.0
123,Operator 1,Well 124,TFH,9640.0,30.0,141,99,30,2100559.0,52752.0,2014-01-22,156.804733727811,152.980495288188,124.30966469428002,105.142815399226,92.9213236905545,P & P,47.008253031314204,-103.27179954138701,CROSSLINKED (HC),660.0,34.37,P & P,2014.0
130,Operator 6,Well 131,MBH,9507.0,40.0,144,98,14,3200340.0,95057.0,2014-04-25,304.273504273504,248.126232741617,209.83453868069302,180.451457374534,158.856563664256,P & P (cmt.),47.2980199053373,-103.06364724046499,SLICKWATER (HC),660.0,58.92,P & P,2014.0
133,Operator 1,Well 134,TFH,8609.0,30.0,141,98,21,2965111.0,59769.0,2014-03-06,146.022353714661,126.375191759807,115.65855796625,105.022280663306,98.1207538899847,P & P,47.0104920616095,-103.10383933647199,CROSSLINKED (HC),660.0,38.18,P & P,2014.0
135,Operator 1,Well 136,TFH,9548.0,30.0,141,98,34,2792957.0,57474.0,2014-06-01,125.575279421433,115.77909270216999,104.667981591059,89.50982540726129,75.87661626123159,P & P,46.981406544054,-103.087758551643,LINEAR GEL (HC),660.0,29.18,P & P,2014.0
136,Operator 1,Well 137,TFH,9500.0,30.0,141,98,3,6102607.0,69128.0,2014-03-13,75.14792899408279,72.83585360508441,69.126671049748,62.5977061874498,57.0814157352619,P & P,47.066495887562105,-103.08770725192,CROSSLINKED (HC),660.0,20.9,P & P,2014.0
139,Operator 1,Well 140,TFH,9398.0,30.0,141,98,23,2845843.0,68197.0,2014-05-04,211.472715318869,160.990576375192,142.03922857768998,127.880049674921,107.59094893710301,P & P,47.0106753487654,-103.066754252678,CROSSLINKED (HC),660.0,44.65,P & P,2014.0
143,Operator 4,Well 144,TFH,10966.0,40.0,140,100,24,2925628.0,55785.0,2014-05-02,522.189349112426,439.864124479509,348.728906421214,288.713565636643,245.688143765067,P & P (cmt.),46.920561244222405,-103.24621806476101,CROSSLINKED (HC),660.0,92.85,P & P,2014.0
144,Operator 1,Well 145,TFH,9697.0,30.0,141,99,18,2770739.0,61839.0,2014-05-25,185.502958579882,153.254437869822,122.052377821609,103.707356271459,91.44477317554241,P & P,47.037443097971796,-103.277958825952,CROSSLINKED (HC),660.0,34.66,P & P,2014.0
147,Operator 4,Well 148,TFH,8979.0,30.0,139,100,12,3014465.0,41291.0,2013-08-24,430.637738330046,275.794433486741,218.693841770765,182.029366644751,157.149901380671,Sleeves,46.8627735376709,-103.23983313371599,CROSSLINKED (HC),660.0,58.99,Sleeves,2013.0
149,Operator 4,Well 150,TFH,10225.0,30.0,139,100,12,3110180.0,42712.0,2013-08-21,277.646285338593,235.45912776682002,192.636423405654,163.087150266637,142.025531448608,Sleeves,46.8627733502678,-103.239653039286,CROSSLINKED (HC),660.0,54.07,Sleeves,2013.0
150,Operator 1,Well 151,TFH,9519.0,30.0,141,98,25,5060596.0,84903.0,2014-06-13,303.51742274819196,260.464606618453,205.39119000657502,166.56804733727802,134.938636861714,P & P,47.008796535253495,-103.045648039982,LINEAR GEL (HC),660.0,55.27,P & P,2014.0
177,Operator 4,Well 178,TFH,10940.0,40.0,140,100,11,5589250.0,216722.0,2014-06-22,1141.28862590401,802.958579881657,553.446197676967,457.239389290671,389.140916063993,P & P (cmt.),46.949219715370795,-103.259146825534,SLICKWATER (HC),660.0,147.4,P & P,2014.0
192,Operator 7,Well 193,MBH,4716.0,21.0,160,90,17,2903340.0,67187.0,2011-08-12,413.247863247863,308.64562787639704,230.292570677186,199.517861056323,175.57527942143298,OH,48.6776297345708,-102.32172912724899,SLICKWATER (HC),660.0,62.59,OH,2011.0
194,Operator 18,Well 195,MBH/TFH,8970.0,18.0,162,94,23,1624601.0,20103.0,2010-09-25,214.102564102564,159.59894806048598,116.195485426255,97.3591935130397,86.30561034407191,Sleeves,48.837089669516295,-102.841811973449,CROSSLINKED (HC),660.0,31.45,Sleeves,2010.0
196,Operator 12,Well 197,MBH,9060.0,38.0,159,91,11,4267169.0,64758.0,2012-02-21,259.664694280079,253.41880341880298,247.287968441815,240.682299656659,224.72879684418098,P & P,48.60496308120771,-102.401081238842,CROSSLINKED (HC),660.0,84.25,P & P,2012.0
199,Operator 7,Well 200,MBH,5429.0,20.0,160,91,11,2791860.0,46628.0,2011-07-27,287.310979618672,204.89809335963199,157.977207977208,137.639710716634,126.150558842867,OH,48.69203666635921,-102.386862477848,CROSSLINKED (HC),660.0,44.76,OH,2011.0
204,Operator 12,Well 205,MBH,6477.0,26.0,159,91,12,2828786.0,33687.0,2012-08-29,212.491781722551,187.201402586018,164.327197019505,151.910292935934,140.93250054788498,P & P,48.6098404616768,-102.36870000509,LINEAR GEL (HC),660.0,52.34,P & P,2012.0
207,Operator 12,Well 208,MBH,7689.0,31.0,159,91,12,3367183.0,42775.0,2012-08-29,233.004602235371,224.961648038571,217.65285996055198,200.862005990211,187.231536269998,P & P (cmt.),48.60983928213489,-102.36911363110599,LINEAR GEL (HC),660.0,69.75,P & P,2012.0
209,Operator 7,Well 210,MBH,4682.0,20.0,160,91,15,2875900.0,20112.0,2011-06-15,242.30769230769198,163.883410037256,119.94849879465299,98.8823142669297,86.92198115275039,OH,48.6905641617198,-102.427367516335,LINEAR GEL (HC),660.0,31.96,OH,2011.0
210,Operator 12,Well 211,MBH,6785.0,24.0,159,91,26,3206697.0,43056.0,2011-01-22,409.631821170283,390.181897874206,317.38439623055,273.664986485499,241.24205566513302,P & P,48.568689058455895,-102.401301071326,LINEAR GEL (HC),660.0,90.78,P & P,2011.0
215,Operator 12,Well 216,MBH,6459.0,21.0,159,91,26,2927136.0,36614.0,2012-01-14,156.541748849441,145.595003287311,139.39842209073,133.296807655782,122.904339250493,P & P,48.568689058455895,-102.400887809415,LINEAR GEL (HC),660.0,45.95,P & P,2012.0
225,Operator 6,Well 226,TFH,9175.0,25.0,159,94,34,2874767.0,64163.0,2012-09-24,334.582511505588,287.004163927241,249.13434144203399,214.50799912338402,190.798268682884,Sleeves,48.547196495350896,-102.81402015366301,CROSSLINKED (HC),660.0,70.79,Sleeves,2012.0
229,Operator 12,Well 230,MBH,8403.0,21.0,159,90,30,3745787.0,53161.0,2011-10-28,281.196581196581,247.87420556651298,224.30418584264703,208.57622908904997,194.493754109139,P & P,48.5730311141267,-102.36058150142901,LINEAR GEL (HC),660.0,74.19,P & P,2011.0
233,Operator 7,Well 234,MBH,4531.0,21.0,160,90,7,2092063.0,52846.0,2012-03-05,116.042077580539,113.16020162174,110.157790927022,105.51537731024901,97.44959456497921,Sleeves,48.6924542013641,-102.34634492737499,SLICKWATER (HC),660.0,35.66,Sleeves,2012.0
237,Operator 6,Well 238,TFH,8998.0,30.0,159,94,8,3305700.0,62090.0,2013-10-24,395.16765285996104,319.65811965812003,274.643874643875,250.197238658777,225.460223537147,Sleeves,48.6180061895654,-102.849633188839,CROSSLINKED (HC),660.0,83.23,Sleeves,2013.0
242,Operator 1,Well 243,TFH,9799.0,30.0,160,94,20,3733321.0,61238.0,2012-03-19,390.565417488494,310.11396011396,268.523997370151,232.727007085981,205.43228139382,P & P,48.6627368073606,-102.84861801990499,LINEAR GEL (HC),660.0,77.99,P & P,2012.0
245,Operator 1,Well 246,TFH,9147.0,30.0,160,94,10,3804371.0,60227.690476190495,2012-05-18,267.521367521367,259.861932938856,237.760245452553,216.25027394258203,193.406202060048,P & P,48.692220998664,-102.81159253642299,LINEAR GEL (HC),660.0,74.22,P & P,2012.0
255,Operator 11,Well 256,MBH,9694.0,35.0,160,92,33,4306763.0,65356.0,2012-05-01,482.807363576594,375.169844400614,308.026517641902,276.714880561034,254.903572211265,Sleeves,48.647084763820104,-102.576629824605,LINEAR GEL (HC),660.0,88.5,Sleeves,2012.0
256,Operator 6,Well 257,TFH,8965.0,23.0,160,94,32,2515579.0,54277.0,2012-10-22,386.489151873767,310.431733508657,256.213017751479,217.56519833442903,187.486302870918,Sleeves,48.64685132155871,-102.847061875825,CROSSLINKED (HC),660.0,68.77,Sleeves,2012.0
259,Operator 6,Well 260,MBH,9454.0,26.0,160,94,32,2910499.0,56297.0,2012-10-25,348.783694937541,295.912776682007,258.09226386149504,221.557454890788,192.89119000657502,Sleeves,48.646851463287106,-102.847372261065,CROSSLINKED (HC),660.0,71.75,Sleeves,2012.0
260,Operator 6,Well 261,MBH,8682.0,25.0,159,94,7,2866280.0,62062.0,2013-04-10,190.26955950032902,165.044926583388,149.030243261012,135.76959602600598,125.525969756739,Sleeves,48.6174581123091,-102.871367172836,CROSSLINKED,660.0,47.72,Sleeves,2013.0
267,Operator 11,Well 268,MBH,9538.0,32.0,160,92,15,3800553.0,50083.0,2012-07-31,207.10059171597598,181.525312294543,162.360289283366,140.196508145226,125.208196362043,Sleeves,48.6773504124879,-102.542653057165,CROSSLINKED (HC),660.0,46.01,Sleeves,2012.0
268,Operator 11,Well 269,MBH,9399.0,40.0,161,92,17,1985900.0,35110.0,2012-09-02,260.51939513478,217.061143984221,180.52268244575902,155.066111476368,134.985207100592,Sleeves,48.7775605623246,-102.643523108393,CROSSLINKED (HC),660.0,50.14,Sleeves,2012.0
280,Operator 6,Well 281,TFH,9146.0,25.0,159,94,4,2841107.0,59500.0,2012-08-11,137.573964497041,132.67587113741,121.531886916502,110.738549200088,102.651764190226,Sleeves,48.6324419483789,-102.837030169909,LINEAR GEL (HC),660.0,37.3,Sleeves,2012.0
281,Operator 12,Well 282,MBH,8820.0,38.0,159,90,33,3623554.0,50376.0,2012-03-23,271.794871794872,265.910585141354,250.761560376945,230.70713711739398,201.435459127767,P & P,48.548235399017294,-102.31501593156099,CROSSLINKED (HC),660.0,77.11,P & P,2012.0
283,Operator 6,Well 284,MBH,9404.0,25.0,159,94,19,2885000.0,65193.0,2012-07-19,500.854700854701,412.064431295201,335.672802980495,296.29994886405103,256.128095551172,Sleeves,48.588991858007404,-102.880156783457,LINEAR GEL (HC),660.0,96.55,Sleeves,2012.0
287,Operator 7,Well 288,TFH,8990.0,21.0,160,91,5,2094358.0,57618.0,2012-06-18,118.73767258382601,109.478413324567,102.602454525531,92.5231938052451,85.796077142231,OH,48.7171026538664,-102.45227288235,UNKNOWN,660.0,19.19,OH,2012.0
288,Operator 11,Well 289,MBH,9444.0,36.0,160,93,5,4459669.0,66826.0,2012-10-09,210.815253122945,184.560596099058,163.204032434802,149.590912411425,136.22616699539802,Sleeves,48.719394444795704,-102.716899891551,LINEAR GEL (HC),660.0,50.33,Sleeves,2012.0
289,Operator 7,Well 290,MBH,8694.0,19.0,160,91,2,1593881.0,50697.0,2012-09-06,78.10650887573959,64.1463949156257,55.4185842647381,48.60471911753961,43.0254218715757,Sleeves,48.7149814803876,-102.40571291041799,SLICKWATER (HC),660.0,15.55,Sleeves,2012.0
290,Operator 15,Well 291,MBH,9435.0,37.0,162,90,27,895522.0,20732.0,2013-07-13,53.8132807363577,51.75323252246329,50.0438308130616,45.770326539557296,42.6008108700416,OH,48.8357053318054,-102.331149621837,CROSSLINKED (HC),594.89938,15.93,OH,2013.0
296,Operator 11,Well 297,MBH,10028.0,36.0,160,92,24,2538684.0,42606.0,2013-04-03,187.836949375411,172.967346044269,156.530791146176,144.758565271386,132.445759368836,Sleeves,48.675627163013,-102.502393465401,SW-XL HYBRID,660.0,47.86,Sleeves,2013.0
304,Operator 6,Well 305,TFH,8901.0,30.0,159,94,19,3327270.0,59613.0,2013-05-11,671.729125575279,501.545036160421,380.276134122288,322.16012857038504,286.387793118562,Sleeves,48.588990463552506,-102.88046681726101,CROSSLINKED (HC),660.0,108.77,Sleeves,2013.0
305,Operator 11,Well 306,MBH,10414.0,35.0,160,93,1,4190750.0,54196.0,2013-08-01,261.932938856016,232.88406749945202,193.173350865659,152.98780042369802,127.95857988165702,Sleeves,48.7196511519569,-102.63559682268699,CROSSLINKED (HC),484.17042999999995,44.98,Sleeves,2013.0
307,Operator 11,Well 308,MBH,10026.0,40.0,161,92,13,2069307.0,29243.0,2012-09-17,215.746219592373,184.144203374973,152.591496822266,130.133683979838,111.987727372343,Sleeves,48.7773263701011,-102.554802307514,CROSSLINKED (HC),660.0,40.84,Sleeves,2012.0
309,Operator 11,Well 310,MBH,9629.0,36.0,159,92,26,4301360.0,58525.0,2013-11-06,198.356344510191,155.939075169844,138.379355687048,127.624369932062,119.11023449485,Sleeves,48.574665706070604,-102.52785961951,LINEAR GEL (HC),589.42632,43.52,Sleeves,2013.0
313,Operator 11,Well 314,TFH,9827.0,36.0,160,93,1,4298374.0,55679.0,2013-07-31,121.367521367521,109.478413324567,90.85579662502741,80.7071371173935,73.8987508218277,Sleeves,48.719650440395,-102.63513430746299,CROSSLINKED (HC),528.323465,20.62,Sleeves,2013.0
319,Operator 11,Well 320,MBH,10094.0,36.0,160,92,18,4444262.0,66641.0,2012-12-06,268.77054569362303,247.392066622836,209.796186719264,189.948133537877,173.87683541529702,Sleeves,48.6904017957596,-102.619132763086,CROSSLINKED (HC),660.0,44.46,Sleeves,2012.0
321,Operator 18,Well 322,MBH,4202.0,25.0,162,94,17,1124880.0,19588.0,2012-09-19,101.05193951347799,90.3462634231865,64.55182993644529,53.3420994959457,44.94849879465261,Sleeves,48.8516941968987,-102.90952706508499,LINEAR GEL (HC),660.0,16.9,Sleeves,2012.0
324,Operator 6,Well 325,MBH,9330.0,31.0,160,94,33,2793800.0,56826.0,2013-10-02,350.887573964497,269.592373438527,199.468551391628,164.204835999708,143.655489809336,Sleeves,48.633796022503994,-102.827117955227,CROSSLINKED (HC),660.0,50.3,Sleeves,2013.0
325,Operator 7,Well 326,MBH,8659.0,21.0,160,90,21,2162180.0,58524.0,2012-05-14,160.913872452334,157.823800131492,149.391847468771,144.079187668931,138.557418365111,OH,48.6757171833414,-102.31365667577101,UNKNOWN,660.0,46.16,OH,2012.0
328,Operator 11,Well 329,MBH,9491.0,36.0,160,92,34,4487383.0,68328.0,2012-06-06,192.89940828402402,182.916940609248,173.120753889985,161.92198115275,148.309774271313,Sleeves,48.63386571235021,-102.543887054715,LINEAR GEL (HC),660.0,52.18,Sleeves,2012.0
331,Operator 6,Well 332,MBH,9246.0,31.0,160,94,33,2821100.0,56038.0,2013-09-27,292.53780407626596,279.62962962962996,242.630944554022,204.43421725473,179.205018628096,Sleeves,48.6337973920741,-102.827945632082,CROSSLINKED (HC),660.0,66.93,Sleeves,2013.0
335,Operator 11,Well 336,MBH,9378.0,34.0,160,92,24,3596487.0,56494.0,2012-11-29,146.285338593031,140.083278544817,130.04054350208202,121.76199868507601,113.03966688582099,Sleeves,48.675790175133,-102.507039259236,SLICKWATER (HC),660.0,39.85,Sleeves,2012.0
336,Operator 11,Well 337,MBH,9962.0,36.0,159,92,30,3538827.0,47524.0,2014-03-13,195.562130177515,170.326539557309,152.722989261451,141.043903864417,128.320184089415,Sleeves,48.5748672293052,-102.606981819348,LINEAR GEL (HC),578.454095,49.03,Sleeves,2014.0
338,Operator 1,Well 339,TFH,9590.0,30.0,161,94,27,4390823.0,56915.0,2014-03-23,297.92899408284,276.156037694499,235.053692746,203.228869895537,178.96942800788997,P & P,48.74858306667029,-102.857767301339,CROSSLINKED (HC),660.0,67.91,P & P,2014.0
339,Operator 6,Well 340,TFH,9042.0,33.0,159,94,25,2033111.0,45956.0,2014-04-16,321.038790269559,248.948060486522,189.151873767258,153.674483161663,131.402038132807,P & P (cmt.),48.574287275643606,-102.77566684512101,CROSSLINKED (HC),660.0,50.55,P & P,2014.0
345,Operator 1,Well 346,TFH,14811.0,51.0,161,94,23,6071087.0,79160.0,2014-04-12,501.512163050625,404.876177953101,295.595003287311,243.32675871137403,212.53013368397998,P & P,48.750222266656706,-102.83757685404801,CROSSLINKED (HC),660.0,79.6,P & P,2014.0
349,Operator 1,Well 350,TFH,5413.0,30.0,161,94,23,4994779.0,62800.0,2014-03-31,389.87508218277395,250.37256191102298,183.333333333333,147.052377821609,127.413434144203,P & P,48.750222266656706,-102.838406385146,CROSSLINKED (HC),660.0,48.62,P & P,2014.0
350,Operator 6,Well 351,TFH,9261.0,34.0,159,94,31,3611713.0,74138.0,2014-07-13,597.764628533859,445.222441376288,362.869822485207,306.74264007597304,252.13675213675202,P & P (cmt.),48.560186156977394,-102.870486423967,CROSSLINKED (HC),648.5096900000001,97.7,P & P,2014.0
354,Operator 15,Well 355,MBH,8400.0,33.0,161,90,6,5235303.0,90191.0952380952,2014-01-11,531.689677843524,372.49616480385697,262.79311856234904,211.76857330703498,176.97512601358798,P & P (cmt.),48.793441580648,-102.400819244734,LINEAR GEL (HC),660.0,66.95,P & P,2014.0
359,Operator 11,Well 360,TFH,9651.0,36.0,159,92,26,4385996.0,59744.0,2013-11-09,161.669953977646,136.741179048871,119.066403681788,108.937833296808,101.40806486960301,Sleeves,48.574665137351396,-102.52827288879801,SLICKWATER (HC),589.42632,35.86,Sleeves,2013.0
