,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,Latitude,Longitude,SPACING_CAPPED,12 month Cum Prod,Year Drilled
8738,11130.0,35.0,154.0,94.0,26.0,3502604.0,62470.0,885.700197238659,826.265614727153,642.839140916064,511.4527468358583,428.09165943951166,48.13840077906139,-102.73952790005501,660.0,172.16,2014.0
8739,10663.0,35.0,155.0,93.0,32.0,2497385.0,39646.0,396.318211702827,298.827525750603,196.58667543282903,164.69290451906966,146.1616179424625,48.2042945267754,-102.65854143818899,435.27625,57.36,2014.0
8740,11312.0,35.0,155.0,93.0,32.0,3281871.0,49537.0,448.454963839579,407.944334867412,288.351961428884,233.0973525732153,199.32245570049554,48.2043484818972,-102.658541811065,418.72005,76.73,2014.0
8741,9981.0,28.0,151.0,92.0,33.0,3403050.0,92876.9761904762,444.510190664037,369.910146833224,335.88647819417,297.75019094210893,264.9775413321812,47.8485459569516,-102.46941259746299,204.425395,105.63,2014.0
8742,9452.0,35.0,154.0,94.0,22.0,4623610.0,101743.0,518.4496681712526,448.58680772743764,395.83568158452977,361.0664798091724,331.02563937039554,48.140615537281505,-102.760756240452,386.40622,173.14,2015.0
8743,6971.0,30.0,154.0,94.0,22.0,3913160.0,82627.0,499.0123745048213,410.0428801913123,343.6379832374163,300.2846993013818,266.49516419819474,48.1406261754511,-102.76089144997,512.80265,119.36,2015.0
8744,4273.0,17.0,151.0,92.0,5.0,1742100.0,19457.0,257.692307692308,232.708744247206,211.993206223975,191.767112279933,176.52312075389,47.933671172607404,-102.482129710989,608.9813849999999,61.8,2013.0
8745,9841.0,35.0,155.0,93.0,21.0,3590505.0,53845.0,565.548980933596,448.52071005917196,322.315362699978,274.86668127693804,244.14146245354482,48.2394667424092,-102.645829462877,549.332715,90.92,2014.0
8746,10170.0,15.0,154.0,93.0,27.0,1174428.0,27030.0,436.489151873767,222.419460880999,155.05698005698,124.534297611221,105.24115935070404,48.137755852244304,-102.63034882431101,330.503015,39.76,2014.0
8747,10032.0,30.0,151.0,93.0,32.0,2546700.0,48466.0,1326.6929651545,1012.67806267806,786.943896559281,613.678866242969,504.2451253990042,47.8486383800006,-102.619775055933,657.427315,189.63,2014.0
8748,11518.0,36.0,156.0,92.0,22.0,4480021.0,68585.0,423.17554240631205,324.65483234714003,259.84001753232496,218.75228285484698,189.87529321339207,48.3174769143631,-102.500264509387,486.9347,73.39,2014.0
8749,9245.0,35.0,156.0,94.0,26.0,2390509.0,38887.0,776.8244575936881,634.089414858646,429.503616042078,336.054496310907,281.69574456588987,48.31148557827029,-102.736461433454,381.87330499999996,108.66,2014.0
8750,10002.0,40.0,151.0,92.0,33.0,5641697.0,104052.523809524,549.967126890204,437.091825553364,351.22726276572405,299.44686583412636,262.76449935847086,47.8484089101569,-102.469407577408,660.0,110.41,2014.0
8751,11535.0,35.0,155.0,94.0,22.0,3417744.0,54566.0,711.4727153188691,441.00372561910996,324.183651106728,269.38008133386415,234.43787013264387,48.22888284258389,-102.75001869175699,493.64231500000005,91.52,2014.0
8752,11889.0,35.0,155.0,94.0,22.0,3461727.0,50322.0,973.0769230769231,600.646504492658,413.76835415297006,326.72857795585924,275.74868080335114,48.22887380430039,-102.75022394599002,568.04581,109.31,2014.0
8753,10339.0,50.0,156.0,93.0,4.0,3427427.0,47001.0,508.65826695748365,382.39168912332934,291.5672939053607,237.8599128287616,201.9614846467448,48.3713816624508,-102.637090227055,357.02376,64.23,2015.0
8754,10228.0,35.0,156.0,93.0,4.0,2458578.0,40396.0,495.36352528340194,387.6191503799481,307.3558510713167,257.8563240741662,223.37081029307478,48.3713828236016,-102.6369543724,508.5966,79.88,2015.0
8755,9605.0,25.0,150.0,92.0,12.0,5217349.0,99139.9047619048,722.518080210388,572.945430637738,476.364234056542,416.88216816421897,355.18573307034796,47.8239432529694,-102.386395677302,660.0,133.74,2014.0
8756,9506.0,35.0,154.0,94.0,26.0,3428916.0,51781.0,1011.2097304405,731.492439184747,495.84703046241503,380.67159077481494,314.2617938200608,48.138310318620604,-102.73952790005501,412.01202,131.44,2014.0
8757,10867.0,35.0,155.0,93.0,32.0,2461365.0,44314.0,364.003944773176,264.288845058076,187.55204909051102,166.34943931125463,152.68433679271106,48.20443894132179,-102.658542436216,518.56065,63.11,2014.0
8758,9492.0,36.0,154.0,93.0,23.0,4479257.0,78404.0,504.372123602893,378.15033968880095,237.40959894806,189.47938734284662,162.12990056803778,48.1402067857611,-102.597394452673,239.77141,71.77,2014.0
8759,6618.0,41.0,152.0,90.0,28.0,8048730.0,159022.26190476198,474.72535877090763,388.0078618009003,319.8548722528262,273.4883494734636,237.16395284867508,47.961946515684296,-102.21245770287099,660.0,100.08,2015.0
8760,10544.0,35.0,155.0,93.0,35.0,2438120.0,39809.0,294.04996712689,303.0143345783108,275.91716300124006,243.9182910657878,216.874025361946,48.210178592013705,-102.60340886159,660.0,75.71,2015.0
8761,9437.0,35.0,154.0,94.0,26.0,2328084.0,37792.0,816.535174227482,727.2737234275701,550.334209949595,442.957849368106,377.884615384615,48.1386408209058,-102.74036805192,331.91335,153.3,2014.0
8762,4113.0,16.0,152.0,92.0,21.0,2255440.0,26517.0,447.56738987508203,381.711593250055,300.914968222661,262.305500767039,217.598071444225,47.964137953453296,-102.45878429935,585.172685,90.34,2014.0
8763,4705.0,19.0,152.0,92.0,21.0,2602400.0,33014.0,555.161078238001,393.337716414639,287.743808897655,217.43370589524397,174.12723100138373,47.9640694217587,-102.45878429935,638.66228,79.97,2014.0
8764,10566.0,32.0,154.0,93.0,27.0,2740633.0,45973.0,629.125575279421,529.0269559500331,394.53210607056803,326.78062678062696,282.9471179686948,48.1378463115073,-102.630346768419,319.50692000000004,106.68,2014.0
8765,8980.0,45.0,152.0,90.0,22.0,11519030.0,200292.523809524,940.499671268902,831.065088757396,608.048433048433,497.870552998758,424.78706605843206,47.976430667356794,-102.1798665323,660.0,153.11,2014.0
8766,10133.0,36.0,156.0,92.0,22.0,4252255.0,66271.0,523.4056541748851,427.03265395573095,365.724304185843,324.457593688363,290.53688153943824,48.3173864637663,-102.50026325920601,272.1168,105.84,2014.0
8767,9178.0,35.0,156.0,94.0,26.0,2383799.0,52003.0,819.0335305719921,476.769669077361,308.130615822924,242.53780407626599,205.03328233329626,48.31148514295871,-102.736325740601,385.1556,75.87,2014.0
8768,9865.0,40.0,151.0,92.0,33.0,6106269.0,120814.928571429,617.718606180145,597.118124041201,556.393819855358,474.15233704984166,409.67547667617976,47.848271880019,-102.46939848061301,660.0,156.57,2014.0
8769,9889.0,40.0,151.0,92.0,33.0,5561427.0,98949.0714285714,617.751479289941,591.354372123603,535.004383081306,455.11443917732527,394.41715610771314,47.84813483322429,-102.469393460558,660.0,156.19,2014.0
8770,11472.0,36.0,156.0,93.0,23.0,4521536.0,89129.0,491.78172255095296,415.92154284462003,371.740083278545,300.084009058368,251.63084968587054,48.3139228778348,-102.597048171418,660.0,136.46,2014.0
8771,8021.0,27.0,152.0,92.0,4.0,2093445.0,43683.0,295.956607495069,269.811527503835,240.43392504931,219.00431002995097,201.91485864562802,48.019063219778296,-102.46979084058201,637.4959,74.79,2014.0
8772,8020.0,30.0,153.0,93.0,6.0,6105560.0,93831.0,737.705456936226,391.321499013807,339.7770708337787,326.91343796171054,311.5971185949244,48.10541890210239,-102.679086619857,660.0,177.11,2014.0
8773,8251.0,30.0,153.0,93.0,6.0,6174293.0,93918.0,456.44312952005305,244.323909708525,240.70009196640774,240.88484070965342,231.3712746256772,48.1052956087304,-102.679105407163,660.0,114.72,2014.0
8774,7326.0,72.0,153.0,92.0,11.0,2191094.0,37661.0,380.276134122288,343.33771641463903,232.44028051720403,185.75133318723098,153.194170501863,48.094840906632996,-102.465145766308,376.22425499999997,58.06,2014.0
8775,9955.0,30.0,150.0,92.0,17.0,5758510.0,71088.0,987.968441814596,857.714223098838,705.478851632698,573.7973120787273,485.0189133100023,47.817583837067794,-102.48024215931999,627.636725,198.88,2014.0
8776,9720.0,35.0,154.0,94.0,26.0,2180919.0,44987.0,1151.21630506246,793.743151435459,621.2634231865001,498.03365534288366,418.35713656065013,48.1382198581797,-102.73952790005501,435.07484500000004,156.65,2014.0
8777,7843.0,30.0,153.0,93.0,6.0,4312381.0,233558.0,759.0729783037481,380.74731536269996,196.904448827526,192.26456504880514,196.41854321962705,48.1046356288064,-102.679305252296,213.89465499999997,181.3,2014.0
8778,9699.0,34.0,155.0,93.0,5.0,1627887.0,43148.0,296.515450361604,289.74849104568807,254.4602539502007,219.29271903561835,191.08097762278817,48.2722847431056,-102.66525048080901,499.64439000000004,55.28,2015.0
8779,9126.0,35.0,155.0,93.0,5.0,1802014.0,36766.0,140.46679815910602,219.02262800460971,219.0300979583928,194.29555368549597,170.23397971122336,48.272285181288396,-102.665386098384,423.46613499999995,40.47,2015.0
8780,10148.0,35.0,156.0,94.0,7.0,2335692.0,42891.0,370.973044049967,251.66557089634,221.07890274348824,198.9390720579728,179.12996570478958,48.3439946668762,-102.813816647455,629.03887,56.99,2015.0
8781,10712.0,33.0,155.0,93.0,35.0,2341095.0,68401.0,480.52876244641493,369.2122064315032,286.89466536308544,235.58655872753297,200.27481653780796,48.2101784662058,-102.603273429377,660.0,60.74,2015.0
8782,10814.0,35.0,155.0,93.0,35.0,2389314.0,37801.0,488.1885689615126,385.0950601527336,308.17519400370634,259.71048523381273,225.84063685943784,48.2101783403979,-102.60313799716299,660.0,80.68,2015.0
8783,10491.0,35.0,154.0,93.0,19.0,2619216.0,43110.0,589.119000657462,465.318869165023,384.209949594565,327.127620717364,275.701293008985,48.140908383505,-102.68742147840099,457.75001,109.64,2014.0
8784,10251.0,44.0,156.0,93.0,31.0,4979421.0,88898.0,711.63708086785,575.89305281613,498.32895025202697,424.3600526695932,370.4014916861131,48.2977631222619,-102.69041048872101,653.7739849999999,153.03,2014.0
